"age","ypred_m","ypred_lq","ypred_uq","yrep_m","yrep_lq","yrep_uq","Species","Location"
5,8.31721777650883,7.64820117940352,8.90133797459082,8.58283677351154,8.17847888236502,9.0016920501211,"Centropyge flavissima","Gambiers"
6,8.99748417989446,8.2193168259441,9.68830116530086,9.36924729648141,8.94406326609595,9.79766549501649,"Centropyge flavissima","Gambiers"
7,9.55526489116289,8.64630131826975,10.3866438335197,10.0313971005809,9.59609399448271,10.4616548221809,"Centropyge flavissima","Gambiers"
8,10.0132908697399,8.97476762126519,10.9975719805365,10.5891868109354,10.1416240834162,11.0260821232356,"Centropyge flavissima","Gambiers"
9,10.3899440828323,9.23469200242656,11.5158434178891,11.0592874023727,10.6014823111581,11.5122382066799,"Centropyge flavissima","Gambiers"
10,10.7001155693591,9.40796467322952,11.9684152595678,11.4556712204239,10.9751741683354,11.9352534118939,"Centropyge flavissima","Gambiers"
11,10.9558888641571,9.54853200896237,12.3605797970292,11.7900545623617,11.2792437020424,12.3046680849217,"Centropyge flavissima","Gambiers"
12,11.1670854605563,9.66983864155134,12.7069272686183,12.0722667352013,11.5286041996509,12.6312224641721,"Centropyge flavissima","Gambiers"
13,11.3417010372866,9.75745930391516,12.9973248046358,12.3105579600844,11.7297443702407,12.9128419279416,"Centropyge flavissima","Gambiers"
14,11.4862550042144,9.81745542984133,13.2729998673481,12.5118563853691,11.8863338205085,13.166088338789,"Centropyge flavissima","Gambiers"
15,11.6060711185487,9.86672724077442,13.5057917847627,12.6819827270201,12.0080929282699,13.386678990078,"Centropyge flavissima","Gambiers"
16,11.7055031754538,9.89947231519073,13.7146567627895,12.8258296111038,12.1071081111453,13.581002195942,"Centropyge flavissima","Gambiers"
17,11.7881168452018,9.93937965493613,13.8908743195958,12.9475114971233,12.1861159869343,13.7550915477795,"Centropyge flavissima","Gambiers"
18,11.8568364298493,9.95663461275466,14.0496323482895,13.0504900695651,12.2514896278616,13.9046512417892,"Centropyge flavissima","Gambiers"
0,1.81586928838896,1.10215440848214,2.47083350331196,1.79060571182872,1.06719886375387,2.50349256266816,"Centropyge flavissima","Gambiers"
1,3.69546470138673,3.32537881534489,4.06454373713613,3.69418221139888,3.24737208896564,4.1540875193862,"Centropyge flavissima","Gambiers"
2,5.22423642302768,4.88885483663839,5.57479496468894,5.29601692742485,4.91964333776363,5.69520984550906,"Centropyge flavissima","Gambiers"
3,6.46979927497063,6.02467567264664,6.88782675042375,6.64658851617851,6.25587958153963,7.08446751497821,"Centropyge flavissima","Gambiers"
4,7.48630607109627,6.92992525344896,7.97543905592175,7.78744769715321,7.34455078051544,8.33099543086631,"Centropyge flavissima","Gambiers"
5,8.31721777650883,7.64820117940352,8.90133797459082,8.75288900760198,8.19230462408544,9.43581139115878,"Centropyge flavissima","Gambiers"
6,8.99748417989446,8.2193168259441,9.68830116530086,9.5712908631706,8.83700829046145,10.4129343271621,"Centropyge flavissima","Gambiers"
7,9.55526489116289,8.64630131826975,10.3866438335197,10.2661936696937,9.31345858489569,11.2757891877415,"Centropyge flavissima","Gambiers"
8,10.0132908697399,8.97476762126519,10.9975719805365,10.8571701991873,9.66947781593109,12.0504188881683,"Centropyge flavissima","Gambiers"
0,1.81586928838896,1.10215440848214,2.47083350331196,1.85327774713302,1.18230076694247,2.45563295432685,"Centropyge flavissima","Gambiers"
1,3.69546470138673,3.32537881534489,4.06454373713613,3.69834134100109,3.31668293676146,4.09990674671099,"Centropyge flavissima","Gambiers"
2,5.22423642302768,4.88885483663839,5.57479496468894,5.12105952331733,4.66475481783349,5.63858512605681,"Centropyge flavissima","Gambiers"
3,6.46979927497063,6.02467567264664,6.88782675042375,6.22026466363193,5.68550004308143,6.80664587668521,"Centropyge flavissima","Gambiers"
4,7.48630607109627,6.92992525344896,7.97543905592175,7.0711482232429,6.50707713746646,7.67639717726522,"Centropyge flavissima","Gambiers"
5,8.31721777650883,7.64820117940352,8.90133797459082,7.73103992766134,7.17156364915687,8.31410848842253,"Centropyge flavissima","Gambiers"
6,8.99748417989446,8.2193168259441,9.68830116530086,8.24374363952583,7.70448697500345,8.79751622115893,"Centropyge flavissima","Gambiers"
7,9.55526489116289,8.64630131826975,10.3866438335197,8.64279801602397,8.1297887500608,9.16110078309448,"Centropyge flavissima","Gambiers"
8,10.0132908697399,8.97476762126519,10.9975719805365,8.95393422404437,8.46570081010304,9.45572150078076,"Centropyge flavissima","Gambiers"
9,10.3899440828323,9.23469200242656,11.5158434178891,9.19693261522958,8.71929231341878,9.68390290391929,"Centropyge flavissima","Gambiers"
10,10.7001155693591,9.40796467322952,11.9684152595678,9.3870284455762,8.91627197186503,9.87850803755215,"Centropyge flavissima","Gambiers"
11,10.9558888641571,9.54853200896237,12.3605797970292,9.53597847311682,9.04307467748059,10.0382658328874,"Centropyge flavissima","Gambiers"
12,11.1670854605563,9.66983864155134,12.7069272686183,9.65287196124705,9.13120452132542,10.1669237659469,"Centropyge flavissima","Gambiers"
13,11.3417010372866,9.75745930391516,12.9973248046358,9.74474861809834,9.19793576087737,10.2817502599413,"Centropyge flavissima","Gambiers"
14,11.4862550042144,9.81745542984133,13.2729998673481,9.81707038980599,9.24216379950923,10.3706242738192,"Centropyge flavissima","Gambiers"
15,11.6060711185487,9.86672724077442,13.5057917847627,9.87408238961676,9.27579971813178,10.4517904952324,"Centropyge flavissima","Gambiers"
16,11.7055031754538,9.89947231519073,13.7146567627895,9.91908955273412,9.29448051708669,10.5155526087884,"Centropyge flavissima","Gambiers"
17,11.7881168452018,9.93937965493613,13.8908743195958,9.95466909917995,9.30620038277114,10.5775058021968,"Centropyge flavissima","Gambiers"
18,11.8568364298493,9.95663461275466,14.0496323482895,9.98283400398919,9.31896450933655,10.6216586031761,"Centropyge flavissima","Gambiers"
19,11.9140635051774,9.96321535101104,14.1841427695653,10.0051590021714,9.32440667604978,10.6614255232052,"Centropyge flavissima","Gambiers"
20,11.961772989823,9.97586000804907,14.2954723988377,10.0228778887945,9.33232094397591,10.6977008940364,"Centropyge flavissima","Gambiers"
0,1.81586928838896,1.10215440848214,2.47083350331196,1.86205739488355,1.19259794585111,2.46718908719907,"Centropyge flavissima","Gambiers"
1,3.69546470138673,3.32537881534489,4.06454373713613,3.69720987170344,3.29338193039921,4.12947437823855,"Centropyge flavissima","Gambiers"
2,5.22423642302768,4.88885483663839,5.57479496468894,5.09301390841298,4.60648807445859,5.65799839689055,"Centropyge flavissima","Gambiers"
3,6.46979927497063,6.02467567264664,6.88782675042375,6.15709516286023,5.58997043320514,6.78747286982126,"Centropyge flavissima","Gambiers"
4,7.48630607109627,6.92992525344896,7.97543905592175,6.97010691933308,6.37227487994978,7.60604834231414,"Centropyge flavissima","Gambiers"
5,8.31721777650883,7.64820117940352,8.90133797459082,7.5926433610784,7.00758923281119,8.19595143603513,"Centropyge flavissima","Gambiers"
6,8.99748417989446,8.2193168259441,9.68830116530086,8.07034142552095,7.51783491471061,8.63432024945697,"Centropyge flavissima","Gambiers"
7,9.55526489116289,8.64630131826975,10.3866438335197,8.43765618067843,7.92076839199651,8.96194658301124,"Centropyge flavissima","Gambiers"
8,10.0132908697399,8.97476762126519,10.9975719805365,8.72066210043103,8.2363648258397,9.21821651897853,"Centropyge flavissima","Gambiers"
9,10.3899440828323,9.23469200242656,11.5158434178891,8.93913703024346,8.46475043971871,9.42390567618746,"Centropyge flavissima","Gambiers"
10,10.7001155693591,9.40796467322952,11.9684152595678,9.10811650786172,8.63684769896508,9.59044360648878,"Centropyge flavissima","Gambiers"
11,10.9558888641571,9.54853200896237,12.3605797970292,9.23905596680776,8.75048633792496,9.73227586286976,"Centropyge flavissima","Gambiers"
12,11.1670854605563,9.66983864155134,12.7069272686183,9.34070188378406,8.83642444917459,9.84921583147544,"Centropyge flavissima","Gambiers"
13,11.3417010372866,9.75745930391516,12.9973248046358,9.41974633303176,8.89143763492959,9.94767367133266,"Centropyge flavissima","Gambiers"
14,11.4862550042144,9.81745542984133,13.2729998673481,9.48131995729105,8.9291020638467,10.0294932380528,"Centropyge flavissima","Gambiers"
15,11.6060711185487,9.86672724077442,13.5057917847627,9.52936409869954,8.95371422906275,10.0929417503599,"Centropyge flavissima","Gambiers"
16,11.7055031754538,9.89947231519073,13.7146567627895,9.56691234289517,8.97243926602219,10.1502340133605,"Centropyge flavissima","Gambiers"
17,11.7881168452018,9.93937965493613,13.8908743195958,9.59630399611999,8.98689151555966,10.1976060017542,"Centropyge flavissima","Gambiers"
18,11.8568364298493,9.95663461275466,14.0496323482895,9.61934629929075,9.00063360339689,10.2367680930121,"Centropyge flavissima","Gambiers"
19,11.9140635051774,9.96321535101104,14.1841427695653,9.63743794781478,9.00851229673574,10.2692887715908,"Centropyge flavissima","Gambiers"
20,11.961772989823,9.97586000804907,14.2954723988377,9.65166334011221,9.01175484533694,10.2955857361931,"Centropyge flavissima","Gambiers"
21,12.0015910593502,9.98697381204925,14.4042204391655,9.66286463550647,9.01509292448619,10.3169193761793,"Centropyge flavissima","Gambiers"
0,1.81586928838896,1.10215440848214,2.47083350331196,1.87012271238519,1.20427627078488,2.46816670679675,"Centropyge flavissima","Gambiers"
1,3.69546470138673,3.32537881534489,4.06454373713613,3.71108878380282,3.31575244110965,4.15850775588807,"Centropyge flavissima","Gambiers"
2,5.22423642302768,4.88885483663839,5.57479496468894,5.10714855076467,4.66040420311083,5.65836522588675,"Centropyge flavissima","Gambiers"
3,6.46979927497063,6.02467567264664,6.88782675042375,6.16992648924388,5.65460647534954,6.75401109195898,"Centropyge flavissima","Gambiers"
4,7.48630607109627,6.92992525344896,7.97543905592175,6.98196877168145,6.44258587568643,7.55306989287729,"Centropyge flavissima","Gambiers"
5,8.31721777650883,7.64820117940352,8.90133797459082,7.60460534077192,7.05217361635116,8.17133227174883,"Centropyge flavissima","Gambiers"
6,8.99748417989446,8.2193168259441,9.68830116530086,8.08360753687083,7.50287458389383,8.67320871448612,"Centropyge flavissima","Gambiers"
7,9.55526489116289,8.64630131826975,10.3866438335197,8.45328147187002,7.80111350251196,9.09964726500671,"Centropyge flavissima","Gambiers"
8,10.0132908697399,8.97476762126519,10.9975719805365,8.73944508844757,8.00993330121766,9.45138631554765,"Centropyge flavissima","Gambiers"
9,10.3899440828323,9.23469200242656,11.5158434178891,8.96160418078042,8.14897618456368,9.75925447110727,"Centropyge flavissima","Gambiers"
10,10.7001155693591,9.40796467322952,11.9684152595678,9.13455055558608,8.23282262133319,10.0158652672984,"Centropyge flavissima","Gambiers"
11,10.9558888641571,9.54853200896237,12.3605797970292,9.2695411982534,8.29661429796933,10.2338107487893,"Centropyge flavissima","Gambiers"
0,0.422891464269668,-0.301268980341052,1.14876965315076,0.408974365443163,-0.293486649936593,1.10820050344503,"Abudefduf sexfasciatus","Gambiers"
1,10.0229699760521,9.3580787102987,10.723966415543,9.96987989503238,9.25183074277149,10.7271875695149,"Abudefduf sexfasciatus","Gambiers"
